ccode;year;state;Attribute;Value
55;2014;"""grenada""";SACU;0
55;2014;"""grenada""";SIECA;0
55;2014;"""grenada""";SPC;0
56;2014;"""stlucia""";ACS;1
56;2014;"""stlucia""";AMU;0
56;2014;"""stlucia""";ANZUS;0
56;2014;"""stlucia""";ASEAN;0
56;2014;"""stlucia""";ASECNA;-9
56;2014;"""stlucia""";ASEF;0
56;2014;"""stlucia""";AU;0
56;2014;"""stlucia""";BENELUX;0
56;2014;"""stlucia""";CARICOM;1
56;2014;"""stlucia""";CBSS;0
56;2014;"""stlucia""";COE;0
56;2014;"""stlucia""";CSTO;0
56;2014;"""stlucia""";EAC;0
56;2014;"""stlucia""";EAPC;0
56;2014;"""stlucia""";EIP;0
56;2014;"""stlucia""";EU;0
56;2014;"""stlucia""";GCC;0
56;2014;"""stlucia""";IADefB;0
56;2014;"""stlucia""";ICivDO;0
56;2014;"""stlucia""";LATIN;0
56;2014;"""stlucia""";LOAS;0
56;2014;"""stlucia""";MFO;0
56;2014;"""stlucia""";NATO;0
56;2014;"""stlucia""";NCM;0
56;2014;"""stlucia""";NordC;0
56;2014;"""stlucia""";OAS;1
56;2014;"""stlucia""";OECS;1
56;2014;"""stlucia""";OIC;0
56;2014;"""stlucia""";OSCE;0
56;2014;"""stlucia""";PAP;0
56;2014;"""stlucia""";PIF;0
56;2014;"""stlucia""";RECSA;0
56;2014;"""stlucia""";SAARC;0
56;2014;"""stlucia""";SACU;0
56;2014;"""stlucia""";SIECA;0
56;2014;"""stlucia""";SPC;0
57;2014;"""stvincent""";ACS;1
57;2014;"""stvincent""";AMU;0
57;2014;"""stvincent""";ANZUS;0
57;2014;"""stvincent""";ASEAN;0
57;2014;"""stvincent""";ASECNA;-9
57;2014;"""stvincent""";ASEF;0
57;2014;"""stvincent""";AU;0
57;2014;"""stvincent""";BENELUX;0
57;2014;"""stvincent""";CARICOM;1
57;2014;"""stvincent""";CBSS;0
57;2014;"""stvincent""";COE;0
57;2014;"""stvincent""";CSTO;0
57;2014;"""stvincent""";EAC;0
57;2014;"""stvincent""";EAPC;0
57;2014;"""stvincent""";EIP;0
57;2014;"""stvincent""";EU;0
57;2014;"""stvincent""";GCC;0
57;2014;"""stvincent""";IADefB;0
57;2014;"""stvincent""";ICivDO;0
57;2014;"""stvincent""";LATIN;0
57;2014;"""stvincent""";LOAS;0
57;2014;"""stvincent""";MFO;0
57;2014;"""stvincent""";NATO;0
57;2014;"""stvincent""";NCM;0
57;2014;"""stvincent""";NordC;0
57;2014;"""stvincent""";OAS;1
57;2014;"""stvincent""";OECS;1
57;2014;"""stvincent""";OIC;0
57;2014;"""stvincent""";OSCE;0
57;2014;"""stvincent""";PAP;0
57;2014;"""stvincent""";PIF;0
57;2014;"""stvincent""";RECSA;0
57;2014;"""stvincent""";SAARC;0
57;2014;"""stvincent""";SACU;0
57;2014;"""stvincent""";SIECA;0
57;2014;"""stvincent""";SPC;0
58;2014;"""antiguabarbuda""";ACS;1
58;2014;"""antiguabarbuda""";AMU;0
58;2014;"""antiguabarbuda""";ANZUS;0
58;2014;"""antiguabarbuda""";ASEAN;0
58;2014;"""antiguabarbuda""";ASECNA;-9
58;2014;"""antiguabarbuda""";ASEF;0
58;2014;"""antiguabarbuda""";AU;0
58;2014;"""antiguabarbuda""";BENELUX;0
58;2014;"""antiguabarbuda""";CARICOM;1
58;2014;"""antiguabarbuda""";CBSS;0
58;2014;"""antiguabarbuda""";COE;0
58;2014;"""antiguabarbuda""";CSTO;0
58;2014;"""antiguabarbuda""";EAC;0
58;2014;"""antiguabarbuda""";EAPC;0
58;2014;"""antiguabarbuda""";EIP;0
58;2014;"""antiguabarbuda""";EU;0
58;2014;"""antiguabarbuda""";GCC;0
58;2014;"""antiguabarbuda""";IADefB;1
58;2014;"""antiguabarbuda""";ICivDO;0
58;2014;"""antiguabarbuda""";LATIN;0
58;2014;"""antiguabarbuda""";LOAS;0
58;2014;"""antiguabarbuda""";MFO;0
58;2014;"""antiguabarbuda""";NATO;0
58;2014;"""antiguabarbuda""";NCM;0
58;2014;"""antiguabarbuda""";NordC;0
58;2014;"""antiguabarbuda""";OAS;1
58;2014;"""antiguabarbuda""";OECS;1
58;2014;"""antiguabarbuda""";OIC;0
58;2014;"""antiguabarbuda""";OSCE;0
58;2014;"""antiguabarbuda""";PAP;0
58;2014;"""antiguabarbuda""";PIF;0
58;2014;"""antiguabarbuda""";RECSA;0
58;2014;"""antiguabarbuda""";SAARC;0
58;2014;"""antiguabarbuda""";SACU;0
58;2014;"""antiguabarbuda""";SIECA;0
58;2014;"""antiguabarbuda""";SPC;0
60;2014;"""stkitts""";ACS;1
60;2014;"""stkitts""";AMU;0
60;2014;"""stkitts""";ANZUS;0
60;2014;"""stkitts""";ASEAN;0
60;2014;"""stkitts""";ASECNA;-9
60;2014;"""stkitts""";ASEF;0
60;2014;"""stkitts""";AU;0
60;2014;"""stkitts""";BENELUX;0
60;2014;"""stkitts""";CARICOM;1
60;2014;"""stkitts""";CBSS;0
60;2014;"""stkitts""";COE;0
60;2014;"""stkitts""";CSTO;0
60;2014;"""stkitts""";EAC;0
60;2014;"""stkitts""";EAPC;0
60;2014;"""stkitts""";EIP;0
60;2014;"""stkitts""";EU;0
60;2014;"""stkitts""";GCC;0
60;2014;"""stkitts""";IADefB;0
60;2014;"""stkitts""";ICivDO;0
60;2014;"""stkitts""";LATIN;0
60;2014;"""stkitts""";LOAS;0
60;2014;"""stkitts""";MFO;0
60;2014;"""stkitts""";NATO;0
60;2014;"""stkitts""";NCM;0
60;2014;"""stkitts""";NordC;0
60;2014;"""stkitts""";OAS;1
60;2014;"""stkitts""";OECS;1
60;2014;"""stkitts""";OIC;0
60;2014;"""stkitts""";OSCE;0
60;2014;"""stkitts""";PAP;0
60;2014;"""stkitts""";PIF;0
60;2014;"""stkitts""";RECSA;0
60;2014;"""stkitts""";SAARC;0
60;2014;"""stkitts""";SACU;0
60;2014;"""stkitts""";SIECA;0
60;2014;"""stkitts""";SPC;0
70;2014;"""mexico""";ACS;1
70;2014;"""mexico""";AMU;0
70;2014;"""mexico""";ANZUS;0
70;2014;"""mexico""";ASEAN;0
70;2014;"""mexico""";ASECNA;-9
70;2014;"""mexico""";ASEF;0
70;2014;"""mexico""";AU;0
70;2014;"""mexico""";BENELUX;0
70;2014;"""mexico""";CARICOM;0
70;2014;"""mexico""";CBSS;0
70;2014;"""mexico""";COE;3
70;2014;"""mexico""";CSTO;0
70;2014;"""mexico""";EAC;0
70;2014;"""mexico""";EAPC;0
70;2014;"""mexico""";EIP;0
70;2014;"""mexico""";EU;0
70;2014;"""mexico""";GCC;0
70;2014;"""mexico""";IADefB;1
70;2014;"""mexico""";ICivDO;0
70;2014;"""mexico""";LATIN;1
70;2014;"""mexico""";LOAS;0
70;2014;"""mexico""";MFO;0
70;2014;"""mexico""";NATO;0
70;2014;"""mexico""";NCM;0
70;2014;"""mexico""";NordC;0
70;2014;"""mexico""";OAS;1
70;2014;"""mexico""";OECS;0
70;2014;"""mexico""";OIC;0
70;2014;"""mexico""";OSCE;0
70;2014;"""mexico""";PAP;0
70;2014;"""mexico""";PIF;0
70;2014;"""mexico""";RECSA;0
70;2014;"""mexico""";SAARC;0
70;2014;"""mexico""";SACU;0
70;2014;"""mexico""";SIECA;0
70;2014;"""mexico""";SPC;0
80;2014;"""belize""";ACS;1
80;2014;"""belize""";AMU;0
80;2014;"""belize""";ANZUS;0
80;2014;"""belize""";ASEAN;0
80;2014;"""belize""";ASECNA;-9
80;2014;"""belize""";ASEF;0
80;2014;"""belize""";AU;0
80;2014;"""belize""";BENELUX;0
80;2014;"""belize""";CARICOM;1
80;2014;"""belize""";CBSS;0
80;2014;"""belize""";COE;0
80;2014;"""belize""";CSTO;0
80;2014;"""belize""";EAC;0
80;2014;"""belize""";EAPC;0
80;2014;"""belize""";EIP;0
80;2014;"""belize""";EU;0
80;2014;"""belize""";GCC;0
80;2014;"""belize""";IADefB;1
80;2014;"""belize""";ICivDO;0
80;2014;"""belize""";LATIN;0
80;2014;"""belize""";LOAS;0
80;2014;"""belize""";MFO;0
80;2014;"""belize""";NATO;0
80;2014;"""belize""";NCM;0
80;2014;"""belize""";NordC;0
80;2014;"""belize""";OAS;1
80;2014;"""belize""";OECS;0
80;2014;"""belize""";OIC;0
80;2014;"""belize""";OSCE;0
80;2014;"""belize""";PAP;0
80;2014;"""belize""";PIF;0
80;2014;"""belize""";RECSA;0
80;2014;"""belize""";SAARC;0
80;2014;"""belize""";SACU;0
80;2014;"""belize""";SIECA;0
80;2014;"""belize""";SPC;0
90;2014;"""guatemala""";ACS;1
90;2014;"""guatemala""";AMU;0
90;2014;"""guatemala""";ANZUS;0
90;2014;"""guatemala""";ASEAN;0
90;2014;"""guatemala""";ASECNA;-9
90;2014;"""guatemala""";ASEF;0
90;2014;"""guatemala""";AU;0
90;2014;"""guatemala""";BENELUX;0
90;2014;"""guatemala""";CARICOM;0
90;2014;"""guatemala""";CBSS;0
90;2014;"""guatemala""";COE;0
90;2014;"""guatemala""";CSTO;0
90;2014;"""guatemala""";EAC;0
90;2014;"""guatemala""";EAPC;0
90;2014;"""guatemala""";EIP;0
90;2014;"""guatemala""";EU;0
90;2014;"""guatemala""";GCC;0
90;2014;"""guatemala""";IADefB;1
90;2014;"""guatemala""";ICivDO;0
90;2014;"""guatemala""";LATIN;1
90;2014;"""guatemala""";LOAS;0
90;2014;"""guatemala""";MFO;0
90;2014;"""guatemala""";NATO;0
90;2014;"""guatemala""";NCM;0
90;2014;"""guatemala""";NordC;0
90;2014;"""guatemala""";OAS;1
90;2014;"""guatemala""";OECS;0
90;2014;"""guatemala""";OIC;0
90;2014;"""guatemala""";OSCE;0
90;2014;"""guatemala""";PAP;0
90;2014;"""guatemala""";PIF;0
90;2014;"""guatemala""";RECSA;0
90;2014;"""guatemala""";SAARC;0
90;2014;"""guatemala""";SACU;0
90;2014;"""guatemala""";SIECA;1
90;2014;"""guatemala""";SPC;0
91;2014;"""honduras""";ACS;1
91;2014;"""honduras""";AMU;0
91;2014;"""honduras""";ANZUS;0
91;2014;"""honduras""";ASEAN;0
91;2014;"""honduras""";ASECNA;-9
91;2014;"""honduras""";ASEF;0
91;2014;"""honduras""";AU;0
91;2014;"""honduras""";BENELUX;0
91;2014;"""honduras""";CARICOM;0
91;2014;"""honduras""";CBSS;0
91;2014;"""honduras""";COE;0
91;2014;"""honduras""";CSTO;0
91;2014;"""honduras""";EAC;0
91;2014;"""honduras""";EAPC;0
91;2014;"""honduras""";EIP;0
91;2014;"""honduras""";EU;0
91;2014;"""honduras""";GCC;0
91;2014;"""honduras""";IADefB;1
91;2014;"""honduras""";ICivDO;0
91;2014;"""honduras""";LATIN;1
91;2014;"""honduras""";LOAS;0
91;2014;"""honduras""";MFO;0
91;2014;"""honduras""";NATO;0
91;2014;"""honduras""";NCM;0
91;2014;"""honduras""";NordC;0
91;2014;"""honduras""";OAS;0
91;2014;"""honduras""";OECS;0
91;2014;"""honduras""";OIC;0
91;2014;"""honduras""";OSCE;0
91;2014;"""honduras""";PAP;0
91;2014;"""honduras""";PIF;0
91;2014;"""honduras""";RECSA;0
91;2014;"""honduras""";SAARC;0
91;2014;"""honduras""";SACU;0
91;2014;"""honduras""";SIECA;1
91;2014;"""honduras""";SPC;0
92;2014;"""elsalvador""";ACS;1
92;2014;"""elsalvador""";AMU;0
92;2014;"""elsalvador""";ANZUS;0
92;2014;"""elsalvador""";ASEAN;0
92;2014;"""elsalvador""";ASECNA;-9
92;2014;"""elsalvador""";ASEF;0
92;2014;"""elsalvador""";AU;0
92;2014;"""elsalvador""";BENELUX;0
92;2014;"""elsalvador""";CARICOM;0
92;2014;"""elsalvador""";CBSS;0
92;2014;"""elsalvador""";COE;0
92;2014;"""elsalvador""";CSTO;0
92;2014;"""elsalvador""";EAC;0
92;2014;"""elsalvador""";EAPC;0
92;2014;"""elsalvador""";EIP;0
92;2014;"""elsalvador""";EU;0
92;2014;"""elsalvador""";GCC;0
92;2014;"""elsalvador""";IADefB;1
92;2014;"""elsalvador""";ICivDO;1
92;2014;"""elsalvador""";LATIN;1
92;2014;"""elsalvador""";LOAS;0
92;2014;"""elsalvador""";MFO;0
92;2014;"""elsalvador""";NATO;0
92;2014;"""elsalvador""";NCM;0
92;2014;"""elsalvador""";NordC;0
92;2014;"""elsalvador""";OAS;1
92;2014;"""elsalvador""";OECS;0
92;2014;"""elsalvador""";OIC;0
92;2014;"""elsalvador""";OSCE;0
92;2014;"""elsalvador""";PAP;0
92;2014;"""elsalvador""";PIF;0
92;2014;"""elsalvador""";RECSA;0
92;2014;"""elsalvador""";SAARC;0
92;2014;"""elsalvador""";SACU;0
92;2014;"""elsalvador""";SIECA;1
92;2014;"""elsalvador""";SPC;0
93;2014;"""nicaragua""";ACS;1
93;2014;"""nicaragua""";AMU;0
93;2014;"""nicaragua""";ANZUS;0
93;2014;"""nicaragua""";ASEAN;0
93;2014;"""nicaragua""";ASECNA;-9
